pref,date,ML,Low_90,High_90,Low_50,High_50
荒川区,2020-04-28,0.68,0.00,3.14,0.19,1.59
荒川区,2020-04-29,1.50,0.00,3.61,0.55,2.23
荒川区,2020-04-30,1.77,0.03,3.67,0.84,2.53
荒川区,2020-05-01,1.91,0.11,3.70,0.94,2.59
荒川区,2020-05-02,1.47,0.00,3.17,0.53,2.01
荒川区,2020-05-03,1.09,0.00,2.86,0.36,1.69
荒川区,2020-05-04,0.72,0.00,2.65,0.19,1.40
荒川区,2020-05-05,0.58,0.00,2.48,0.16,1.26
荒川区,2020-05-06,0.52,0.00,2.36,0.06,1.08
葛飾区,2020-03-31,3.00,0.86,6.84,1.86,4.27
葛飾区,2020-04-01,2.70,0.88,5.48,1.73,3.64
葛飾区,2020-04-02,2.52,0.78,4.88,1.60,3.31
葛飾区,2020-04-03,2.19,0.49,4.19,1.34,2.88
葛飾区,2020-04-04,2.14,0.42,4.05,1.29,2.81
葛飾区,2020-04-05,2.27,0.48,4.17,1.45,2.99
葛飾区,2020-04-06,2.18,0.41,3.97,1.35,2.85
葛飾区,2020-04-07,2.09,0.30,3.76,1.29,2.76
葛飾区,2020-04-08,2.00,0.24,3.61,1.22,2.67
葛飾区,2020-04-09,1.93,0.19,3.48,1.09,2.53
葛飾区,2020-04-10,1.85,0.13,3.35,1.00,2.43
葛飾区,2020-04-11,1.78,0.12,3.27,0.92,2.34
葛飾区,2020-04-12,1.52,0.00,2.96,0.69,2.06
葛飾区,2020-04-13,1.46,0.00,2.94,0.62,1.99
葛飾区,2020-04-14,1.62,0.02,3.09,0.72,2.14
葛飾区,2020-04-15,1.74,0.06,3.21,0.94,2.37
葛飾区,2020-04-16,2.18,0.35,3.71,1.32,2.77
葛飾区,2020-04-17,1.98,0.26,3.41,1.22,2.59
葛飾区,2020-04-18,1.82,0.18,3.17,1.03,2.35
葛飾区,2020-04-19,1.22,0.00,2.55,0.56,1.75
葛飾区,2020-04-20,0.91,0.00,2.41,0.25,1.38
葛飾区,2020-04-21,0.65,0.00,2.30,0.19,1.24
葛飾区,2020-04-22,0.65,0.00,2.32,0.22,1.27
葛飾区,2020-04-23,0.79,0.00,2.47,0.28,1.41
葛飾区,2020-04-24,0.78,0.00,2.46,0.22,1.35
葛飾区,2020-04-25,0.63,0.00,2.33,0.13,1.18
葛飾区,2020-04-26,0.55,0.00,2.22,0.16,1.13
葛飾区,2020-04-27,0.56,0.00,2.26,0.10,1.09
葛飾区,2020-04-28,0.57,0.00,2.30,0.14,1.14
葛飾区,2020-04-29,0.58,0.00,2.33,0.10,1.12
葛飾区,2020-04-30,0.82,0.00,2.67,0.31,1.51
葛飾区,2020-05-01,0.82,0.00,2.63,0.26,1.45
葛飾区,2020-05-02,0.81,0.00,2.60,0.23,1.41
葛飾区,2020-05-03,0.79,0.00,2.57,0.29,1.45
葛飾区,2020-05-04,0.64,0.00,2.40,0.17,1.24
葛飾区,2020-05-05,0.48,0.00,2.14,0.05,0.97
葛飾区,2020-05-06,0.50,0.00,2.20,0.06,1.00
西東京市,2020-03-31,3.00,0.86,6.84,1.86,4.27
西東京市,2020-04-01,3.03,0.87,6.96,1.84,4.29
西東京市,2020-04-02,2.58,0.63,5.63,1.57,3.60
西東京市,2020-04-03,2.61,0.56,5.67,1.61,3.68
西東京市,2020-04-04,2.63,0.56,5.76,1.65,3.76
西東京市,2020-04-05,2.66,0.41,5.70,1.53,3.69
西東京市,2020-04-06,2.29,0.21,4.83,1.25,3.19
西東京市,2020-04-07,2.31,0.12,4.80,1.25,3.23
西東京市,2020-04-08,2.32,0.15,4.87,1.24,3.26
西東京市,2020-04-09,1.98,0.00,4.18,0.99,2.85
西東京市,2020-04-10,1.98,0.00,4.22,0.88,2.78
西東京市,2020-04-11,1.98,0.00,4.26,0.87,2.80
西東京市,2020-04-12,1.55,0.00,3.79,0.48,2.23
西東京市,2020-04-13,1.50,0.00,3.83,0.38,2.15
西東京市,2020-04-14,0.57,0.00,3.09,0.07,1.43
西東京市,2020-04-15,0.59,0.00,3.13,0.15,1.51
西東京市,2020-04-16,0.61,0.00,3.18,0.18,1.55
西東京市,2020-04-17,0.79,0.00,3.34,0.19,1.69
西東京市,2020-04-18,0.55,0.00,2.72,0.06,1.22
西東京市,2020-04-19,0.66,0.00,2.94,0.20,1.48
西東京市,2020-04-20,1.19,0.00,3.33,0.43,1.95
西東京市,2020-04-21,0.56,0.00,2.56,0.12,1.22
西東京市,2020-04-22,0.50,0.00,2.40,0.06,1.07
西東京市,2020-04-23,0.52,0.00,2.45,0.06,1.09
西東京市,2020-04-24,0.54,0.00,2.47,0.09,1.13
西東京市,2020-04-25,0.56,0.00,2.49,0.11,1.16
西東京市,2020-04-26,0.57,0.00,2.51,0.14,1.20
西東京市,2020-04-27,0.58,0.00,2.53,0.16,1.23
西東京市,2020-04-28,0.52,0.00,2.37,0.08,1.07
西東京市,2020-04-29,0.53,0.00,2.42,0.10,1.11
西東京市,2020-04-30,0.49,0.00,2.25,0.08,1.01
西東京市,2020-05-01,0.46,0.00,2.13,0.07,0.94
西東京市,2020-05-02,0.48,0.00,2.19,0.05,0.95
西東京市,2020-05-03,0.50,0.00,2.25,0.10,1.02
西東京市,2020-05-04,0.67,0.00,2.59,0.18,1.29
西東京市,2020-05-05,0.46,0.00,2.07,0.07,0.93
西東京市,2020-05-06,0.49,0.00,2.11,0.09,0.97
調布市,2020-03-31,3.00,0.86,6.84,1.86,4.27
調布市,2020-04-01,3.03,0.87,6.96,1.84,4.29
調布市,2020-04-02,3.06,0.81,7.01,1.82,4.31
調布市,2020-04-03,3.08,0.76,7.06,1.91,4.43
調布市,2020-04-04,2.96,0.66,6.31,1.81,4.11
調布市,2020-04-05,2.87,0.58,5.85,1.81,3.97
調布市,2020-04-06,2.78,0.54,5.55,1.74,3.81
調布市,2020-04-07,2.70,0.47,5.29,1.63,3.64
調布市,2020-04-08,2.63,0.39,5.06,1.61,3.57
調布市,2020-04-09,2.87,0.52,5.29,1.82,3.81
調布市,2020-04-10,2.70,0.49,4.97,1.67,3.56
調布市,2020-04-11,2.30,0.21,4.29,1.31,3.09
調布市,2020-04-12,2.25,0.12,4.15,1.21,2.99
調布市,2020-04-13,2.46,0.27,4.44,1.44,3.25
調布市,2020-04-14,2.35,0.18,4.20,1.37,3.13
調布市,2020-04-15,2.24,0.18,4.06,1.33,3.05
調布市,2020-04-16,2.14,0.10,3.87,1.20,2.89
調布市,2020-04-17,2.04,0.06,3.73,1.03,2.70
調布市,2020-04-18,1.69,0.01,3.39,0.69,2.28
調布市,2020-04-19,1.64,0.00,3.37,0.60,2.19
調布市,2020-04-20,1.57,0.00,3.35,0.60,2.18
調布市,2020-04-21,1.51,0.00,3.34,0.59,2.16
調布市,2020-04-22,1.43,0.00,3.32,0.55,2.11
調布市,2020-04-23,1.36,0.00,3.30,0.46,2.01
調布市,2020-04-24,1.28,0.00,3.29,0.39,1.93
調布市,2020-04-25,1.20,0.00,3.27,0.33,1.86
調布市,2020-04-26,0.70,0.00,3.04,0.19,1.57
調布市,2020-04-27,0.69,0.00,3.08,0.20,1.59
調布市,2020-04-28,0.69,0.00,3.13,0.22,1.62
調布市,2020-04-29,0.69,0.00,3.17,0.15,1.57
調布市,2020-04-30,0.69,0.00,3.15,0.20,1.60
調布市,2020-05-01,0.70,0.00,3.13,0.19,1.58
調布市,2020-05-02,0.70,0.00,3.11,0.18,1.56
調布市,2020-05-03,0.70,0.00,3.09,0.19,1.56
調布市,2020-05-04,0.58,0.00,2.85,0.07,1.30
調布市,2020-05-05,0.59,0.00,2.89,0.11,1.35
調布市,2020-05-06,0.60,0.00,2.94,0.08,1.34
豊島区,2020-03-31,3.00,0.86,6.84,1.86,4.27
豊島区,2020-04-01,2.90,0.85,6.22,1.80,4.00
豊島区,2020-04-02,3.19,1.00,6.42,2.02,4.27
豊島区,2020-04-03,2.95,0.84,5.65,1.89,3.89
豊島区,2020-04-04,2.79,0.78,5.24,1.86,3.71
豊島区,2020-04-05,2.91,0.85,5.23,1.95,3.77
豊島区,2020-04-06,2.70,0.72,4.80,1.75,3.45
豊島区,2020-04-07,2.74,0.77,4.73,1.89,3.53
豊島区,2020-04-08,2.72,0.84,4.62,1.84,3.41
豊島区,2020-04-09,2.66,0.83,4.42,1.80,3.29
豊島区,2020-04-10,2.26,0.47,3.82,1.49,2.89
豊島区,2020-04-11,1.96,0.25,3.41,1.20,2.56
豊島区,2020-04-12,1.87,0.18,3.27,1.10,2.45
豊島区,2020-04-13,1.79,0.16,3.18,1.01,2.35
豊島区,2020-04-14,1.86,0.16,3.22,1.12,2.46
豊島区,2020-04-15,1.90,0.23,3.28,1.13,2.46
豊島区,2020-04-16,1.92,0.28,3.29,1.22,2.52
豊島区,2020-04-17,1.64,0.12,2.93,0.88,2.14
豊島区,2020-04-18,1.40,0.00,2.64,0.62,1.84
豊島区,2020-04-19,1.16,0.00,2.48,0.48,1.64
豊島区,2020-04-20,0.86,0.00,2.36,0.26,1.36
豊島区,2020-04-21,0.80,0.00,2.37,0.32,1.41
豊島区,2020-04-22,0.99,0.00,2.49,0.31,1.47
豊島区,2020-04-23,0.94,0.00,2.47,0.36,1.50
豊島区,2020-04-24,0.72,0.00,2.33,0.28,1.34
豊島区,2020-04-25,0.59,0.00,2.22,0.18,1.17
豊島区,2020-04-26,0.60,0.00,2.24,0.15,1.15
豊島区,2020-04-27,0.61,0.00,2.27,0.14,1.15
豊島区,2020-04-28,0.61,0.00,2.29,0.13,1.15
豊島区,2020-04-29,0.73,0.00,2.45,0.23,1.33
豊島区,2020-04-30,0.73,0.00,2.43,0.20,1.30
豊島区,2020-05-01,0.61,0.00,2.29,0.13,1.15
豊島区,2020-05-02,0.61,0.00,2.31,0.19,1.21
豊島区,2020-05-03,0.61,0.00,2.33,0.16,1.19
豊島区,2020-05-04,0.54,0.00,2.21,0.11,1.07
豊島区,2020-05-05,0.55,0.00,2.25,0.09,1.07
豊島区,2020-05-06,0.56,0.00,2.29,0.13,1.12
足立区,2020-03-31,3.00,0.86,6.84,1.86,4.27
足立区,2020-04-01,2.90,0.85,6.22,1.80,4.00
足立区,2020-04-02,3.19,1.00,6.42,2.02,4.27
足立区,2020-04-03,3.30,1.07,6.13,2.23,4.34
足立区,2020-04-04,2.97,0.91,5.36,2.03,3.88
足立区,2020-04-05,2.74,0.81,4.92,1.83,3.54
足立区,2020-04-06,2.57,0.65,4.55,1.72,3.34
足立区,2020-04-07,2.24,0.38,4.03,1.39,2.93
足立区,2020-04-08,2.36,0.44,4.14,1.55,3.10
足立区,2020-04-09,2.43,0.57,4.23,1.63,3.16
足立区,2020-04-10,2.27,0.42,3.93,1.49,2.97
足立区,2020-04-11,2.14,0.29,3.68,1.30,2.75
足立区,2020-04-12,1.86,0.12,3.30,1.03,2.44
足立区,2020-04-13,1.78,0.10,3.22,0.99,2.39
足立区,2020-04-14,1.71,0.05,3.12,0.97,2.36
足立区,2020-04-15,1.82,0.11,3.25,0.98,2.39
足立区,2020-04-16,1.89,0.16,3.32,1.09,2.49
足立区,2020-04-17,1.77,0.14,3.18,0.93,2.30
足立区,2020-04-18,1.49,0.01,2.84,0.68,1.99
足立区,2020-04-19,1.22,0.00,2.65,0.49,1.73
足立区,2020-04-20,0.86,0.00,2.50,0.23,1.40
足立区,2020-04-21,0.80,0.00,2.51,0.27,1.43
足立区,2020-04-22,1.03,0.00,2.66,0.32,1.56
足立区,2020-04-23,1.24,0.00,2.78,0.48,1.77
足立区,2020-04-24,0.93,0.00,2.58,0.35,1.54
足立区,2020-04-25,0.88,0.00,2.56,0.29,1.47
足立区,2020-04-26,0.84,0.00,2.54,0.26,1.43
足立区,2020-04-27,0.65,0.00,2.39,0.18,1.26
足立区,2020-04-28,0.80,0.00,2.54,0.27,1.43
足立区,2020-04-29,1.01,0.00,2.67,0.34,1.57
足立区,2020-04-30,0.98,0.00,2.61,0.39,1.59
足立区,2020-05-01,0.74,0.00,2.43,0.22,1.33
足立区,2020-05-02,0.72,0.00,2.43,0.24,1.34
足立区,2020-05-03,0.60,0.00,2.29,0.16,1.18
足立区,2020-05-04,0.61,0.00,2.31,0.13,1.16
足立区,2020-05-05,0.61,0.00,2.33,0.18,1.21
足立区,2020-05-06,0.62,0.00,2.35,0.15,1.19
青梅市,2020-03-31,3.00,0.86,6.84,1.86,4.27
青梅市,2020-04-01,3.03,0.87,6.96,1.84,4.29
青梅市,2020-04-02,3.06,0.81,7.01,1.82,4.31
青梅市,2020-04-03,3.08,0.76,7.06,1.91,4.43
青梅市,2020-04-04,3.11,0.64,7.04,1.86,4.42
青梅市,2020-04-05,3.13,0.60,7.08,1.82,4.42
青梅市,2020-04-06,3.16,0.59,7.14,1.87,4.50
青梅市,2020-04-07,3.18,0.49,7.11,1.95,4.61
青梅市,2020-04-08,3.20,0.42,7.10,1.85,4.55
青梅市,2020-04-09,3.22,0.40,7.13,1.89,4.62
青梅市,2020-04-10,3.24,0.32,7.10,1.94,4.70
青梅市,2020-04-11,3.25,0.32,7.14,1.82,4.62
青梅市,2020-04-12,2.63,0.06,5.52,1.40,3.76
青梅市,2020-04-13,2.64,0.06,5.55,1.45,3.84
青梅市,2020-04-14,2.65,0.09,5.61,1.30,3.73
青梅市,2020-04-15,2.65,0.00,5.56,1.28,3.74
青梅市,2020-04-16,2.66,0.00,5.59,1.25,3.74
青梅市,2020-04-17,2.66,0.00,5.62,1.33,3.84
青梅市,2020-04-18,2.02,0.00,4.71,0.64,2.83
青梅市,2020-04-19,2.00,0.00,4.74,0.53,2.74
青梅市,2020-04-20,1.97,0.00,4.77,0.54,2.76
青梅市,2020-04-21,1.94,0.00,4.81,0.57,2.80
青梅市,2020-04-22,1.90,0.00,4.84,0.42,2.67
青梅市,2020-04-23,1.86,0.00,4.87,0.40,2.66
青梅市,2020-04-24,1.81,0.00,4.90,0.39,2.66
青梅市,2020-04-25,1.76,0.00,4.93,0.37,2.65
青梅市,2020-04-26,1.71,0.00,4.95,0.35,2.64
青梅市,2020-04-27,1.65,0.00,4.98,0.33,2.63
青梅市,2020-04-28,1.58,0.00,5.01,0.31,2.62
青梅市,2020-04-29,1.52,0.00,5.04,0.28,2.60
青梅市,2020-04-30,1.44,0.00,5.07,0.39,2.71
青梅市,2020-05-01,1.36,0.00,5.10,0.33,2.66
青梅市,2020-05-02,1.27,0.00,5.12,0.30,2.64
青梅市,2020-05-03,1.18,0.00,5.15,0.27,2.62
青梅市,2020-05-04,1.10,0.00,5.18,0.24,2.60
青梅市,2020-05-05,1.04,0.00,5.21,0.33,2.69
青梅市,2020-05-06,0.99,0.00,5.23,0.28,2.65
