pref,date,ML,Low_90,High_90,Low_50,High_50
あきる野市,2020-03-31,3.00,0.86,6.84,1.86,4.27
あきる野市,2020-04-01,3.03,0.87,6.96,1.84,4.29
あきる野市,2020-04-02,3.06,0.81,7.01,1.82,4.31
あきる野市,2020-04-03,3.08,0.76,7.06,1.91,4.43
あきる野市,2020-04-04,3.11,0.64,7.04,1.86,4.42
あきる野市,2020-04-05,3.13,0.60,7.08,1.82,4.42
あきる野市,2020-04-06,2.62,0.30,5.60,1.49,3.67
あきる野市,2020-04-07,2.64,0.24,5.60,1.48,3.70
あきる野市,2020-04-08,2.66,0.20,5.61,1.59,3.84
あきる野市,2020-04-09,2.68,0.23,5.68,1.51,3.80
あきる野市,2020-04-10,2.69,0.13,5.63,1.46,3.79
あきる野市,2020-04-11,2.70,0.10,5.64,1.51,3.87
あきる野市,2020-04-12,2.72,0.13,5.70,1.42,3.82
あきる野市,2020-04-13,2.73,0.07,5.68,1.43,3.86
あきる野市,2020-04-14,2.73,0.08,5.72,1.43,3.89
あきる野市,2020-04-15,2.74,0.02,5.70,1.42,3.91
あきる野市,2020-04-16,2.16,0.00,4.77,0.83,3.03
あきる野市,2020-04-17,2.15,0.00,4.80,0.82,3.04
あきる野市,2020-04-18,2.13,0.00,4.84,0.78,3.02
あきる野市,2020-04-19,2.12,0.00,4.87,0.71,2.97
あきる野市,2020-04-20,0.87,0.00,4.19,0.22,2.14
あきる野市,2020-04-21,0.82,0.00,4.22,0.29,2.21
あきる野市,2020-04-22,0.81,0.00,4.25,0.25,2.18
あきる野市,2020-04-23,0.81,0.00,4.29,0.23,2.17
あきる野市,2020-04-24,0.82,0.00,4.13,0.21,2.08
あきる野市,2020-04-25,0.82,0.00,4.00,0.20,2.01
あきる野市,2020-04-26,0.62,0.00,3.54,0.13,1.66
あきる野市,2020-04-27,0.63,0.00,3.57,0.14,1.68
あきる野市,2020-04-28,0.64,0.00,3.61,0.16,1.71
あきる野市,2020-04-29,0.55,0.00,3.21,0.07,1.40
あきる野市,2020-04-30,0.57,0.00,3.25,0.12,1.46
あきる野市,2020-05-01,0.58,0.00,3.29,0.08,1.44
あきる野市,2020-05-02,0.60,0.00,3.32,0.16,1.53
あきる野市,2020-05-03,0.60,0.00,3.36,0.10,1.49
あきる野市,2020-05-04,0.61,0.00,3.40,0.08,1.49
あきる野市,2020-05-05,0.62,0.00,3.43,0.12,1.54
あきる野市,2020-05-06,0.62,0.00,3.47,0.09,1.53
三鷹市,2020-03-31,3.00,0.86,6.84,1.86,4.27
三鷹市,2020-04-01,3.03,0.87,6.96,1.84,4.29
三鷹市,2020-04-02,3.06,0.81,7.01,1.82,4.31
三鷹市,2020-04-03,3.08,0.76,7.06,1.91,4.43
三鷹市,2020-04-04,3.11,0.64,7.04,1.86,4.42
三鷹市,2020-04-05,2.61,0.43,5.67,1.56,3.70
三鷹市,2020-04-06,2.63,0.35,5.66,1.56,3.74
三鷹市,2020-04-07,2.66,0.30,5.67,1.54,3.76
三鷹市,2020-04-08,3.36,0.74,6.59,2.11,4.52
三鷹市,2020-04-09,2.07,0.04,4.16,1.05,2.87
三鷹市,2020-04-10,2.08,0.05,4.21,1.01,2.87
三鷹市,2020-04-11,2.08,0.06,4.26,1.06,2.95
三鷹市,2020-04-12,1.70,0.00,3.79,0.62,2.38
三鷹市,2020-04-13,1.68,0.00,3.83,0.61,2.39
三鷹市,2020-04-14,0.93,0.00,3.47,0.32,1.91
三鷹市,2020-04-15,0.82,0.00,3.51,0.29,1.89
三鷹市,2020-04-16,0.82,0.00,3.38,0.25,1.79
三鷹市,2020-04-17,0.82,0.00,3.27,0.23,1.72
三鷹市,2020-04-18,0.53,0.00,2.74,0.11,1.28
三鷹市,2020-04-19,0.55,0.00,2.79,0.07,1.26
三鷹市,2020-04-20,0.57,0.00,2.83,0.12,1.32
三鷹市,2020-04-21,0.59,0.00,2.83,0.14,1.34
三鷹市,2020-04-22,0.60,0.00,2.82,0.16,1.36
三鷹市,2020-04-23,0.61,0.00,2.82,0.10,1.31
三鷹市,2020-04-24,0.54,0.00,2.61,0.08,1.17
三鷹市,2020-04-25,0.55,0.00,2.66,0.08,1.19
三鷹市,2020-04-26,0.50,0.00,2.46,0.06,1.07
三鷹市,2020-04-27,0.52,0.00,2.51,0.08,1.11
三鷹市,2020-04-28,0.53,0.00,2.56,0.10,1.15
三鷹市,2020-04-29,0.54,0.00,2.61,0.13,1.20
三鷹市,2020-04-30,0.50,0.00,2.42,0.09,1.07
三鷹市,2020-05-01,0.51,0.00,2.47,0.05,1.06
三鷹市,2020-05-02,0.53,0.00,2.52,0.07,1.10
三鷹市,2020-05-03,0.54,0.00,2.56,0.09,1.14
三鷹市,2020-05-04,0.49,0.00,2.38,0.03,1.00
三鷹市,2020-05-05,0.51,0.00,2.43,0.06,1.05
三鷹市,2020-05-06,0.52,0.00,2.48,0.09,1.10
世田谷区,2020-03-31,3.00,0.86,6.84,1.86,4.27
世田谷区,2020-04-01,2.93,1.04,5.26,2.04,3.81
世田谷区,2020-04-02,2.61,0.96,4.42,1.79,3.24
世田谷区,2020-04-03,2.40,0.87,3.96,1.74,3.02
世田谷区,2020-04-04,2.13,0.69,3.53,1.45,2.63
世田谷区,2020-04-05,1.85,0.48,3.15,1.18,2.30
世田谷区,2020-04-06,1.73,0.38,2.97,1.13,2.22
世田谷区,2020-04-07,1.72,0.37,2.93,1.12,2.20
世田谷区,2020-04-08,1.79,0.42,2.97,1.16,2.23
世田谷区,2020-04-09,1.82,0.51,3.01,1.25,2.29
世田谷区,2020-04-10,1.75,0.43,2.86,1.20,2.21
世田谷区,2020-04-11,1.61,0.36,2.70,1.03,2.02
世田谷区,2020-04-12,1.49,0.29,2.56,0.94,1.91
世田谷区,2020-04-13,1.24,0.10,2.23,0.66,1.61
世田谷区,2020-04-14,1.10,0.00,2.05,0.53,1.46
世田谷区,2020-04-15,1.05,0.00,2.03,0.46,1.39
世田谷区,2020-04-16,1.00,0.00,2.01,0.45,1.37
世田谷区,2020-04-17,0.96,0.00,1.99,0.47,1.38
世田谷区,2020-04-18,0.93,0.00,1.98,0.38,1.29
世田谷区,2020-04-19,0.80,0.00,1.89,0.34,1.21
世田谷区,2020-04-20,0.79,0.00,1.90,0.32,1.19
世田谷区,2020-04-21,0.61,0.00,1.76,0.26,1.06
世田谷区,2020-04-22,0.56,0.00,1.72,0.14,0.92
世田谷区,2020-04-23,0.58,0.00,1.76,0.19,0.98
世田谷区,2020-04-24,0.60,0.00,1.79,0.16,0.97
世田谷区,2020-04-25,0.69,0.00,1.88,0.30,1.15
世田谷区,2020-04-26,0.62,0.00,1.82,0.23,1.05
世田谷区,2020-04-27,0.57,0.00,1.77,0.13,0.93
世田谷区,2020-04-28,0.58,0.00,1.80,0.16,0.97
世田谷区,2020-04-29,0.54,0.00,1.75,0.16,0.94
世田谷区,2020-04-30,0.56,0.00,1.79,0.15,0.95
世田谷区,2020-05-01,0.58,0.00,1.82,0.21,1.02
世田谷区,2020-05-02,0.53,0.00,1.77,0.11,0.90
世田谷区,2020-05-03,0.55,0.00,1.81,0.19,0.99
世田谷区,2020-05-04,0.51,0.00,1.76,0.10,0.88
世田谷区,2020-05-05,0.48,0.00,1.73,0.16,0.91
世田谷区,2020-05-06,0.46,0.00,1.70,0.05,0.79
中央区,2020-03-31,3.00,0.86,6.84,1.86,4.27
中央区,2020-04-01,3.03,0.87,6.96,1.84,4.29
中央区,2020-04-02,3.06,0.81,7.01,1.82,4.31
中央区,2020-04-03,3.08,0.76,7.06,1.91,4.43
中央区,2020-04-04,3.41,0.92,7.09,2.12,4.65
中央区,2020-04-05,3.10,0.80,6.03,2.01,4.17
中央区,2020-04-06,2.89,0.70,5.46,1.81,3.79
中央区,2020-04-07,2.73,0.56,5.03,1.74,3.60
中央区,2020-04-08,2.35,0.31,4.40,1.39,3.13
中央区,2020-04-09,2.30,0.27,4.31,1.33,3.07
中央区,2020-04-10,2.26,0.17,4.17,1.27,3.01
中央区,2020-04-11,2.46,0.28,4.42,1.52,3.29
中央区,2020-04-12,2.59,0.40,4.54,1.70,3.45
中央区,2020-04-13,2.65,0.52,4.55,1.67,3.37
中央区,2020-04-14,2.64,0.59,4.45,1.70,3.32
中央区,2020-04-15,2.39,0.41,4.03,1.53,3.06
中央区,2020-04-16,2.20,0.31,3.74,1.36,2.83
中央区,2020-04-17,1.70,0.05,3.11,0.84,2.24
中央区,2020-04-18,1.63,0.02,3.03,0.76,2.15
中央区,2020-04-19,1.56,0.01,2.97,0.78,2.15
中央区,2020-04-20,1.48,0.02,2.93,0.63,1.99
中央区,2020-04-21,1.15,0.00,2.73,0.39,1.67
中央区,2020-04-22,1.07,0.00,2.72,0.39,1.66
中央区,2020-04-23,0.99,0.00,2.72,0.28,1.55
中央区,2020-04-24,0.93,0.00,2.71,0.27,1.53
中央区,2020-04-25,0.88,0.00,2.70,0.26,1.51
中央区,2020-04-26,0.84,0.00,2.69,0.25,1.49
中央区,2020-04-27,0.81,0.00,2.68,0.25,1.48
中央区,2020-04-28,0.79,0.00,2.68,0.26,1.48
中央区,2020-04-29,0.62,0.00,2.51,0.16,1.28
中央区,2020-04-30,0.62,0.00,2.54,0.13,1.26
中央区,2020-05-01,0.54,0.00,2.40,0.10,1.14
中央区,2020-05-02,0.55,0.00,2.46,0.09,1.15
中央区,2020-05-03,0.57,0.00,2.48,0.10,1.17
中央区,2020-05-04,0.58,0.00,2.50,0.11,1.19
中央区,2020-05-05,0.59,0.00,2.52,0.11,1.20
中央区,2020-05-06,0.60,0.00,2.54,0.11,1.21
中野区,2020-03-31,3.00,0.86,6.84,1.86,4.27
中野区,2020-04-01,2.79,0.87,5.79,1.80,3.83
中野区,2020-04-02,2.94,0.95,5.67,1.90,3.87
中野区,2020-04-03,2.97,1.00,5.38,2.00,3.83
中野区,2020-04-04,2.69,0.83,4.77,1.80,3.44
中野区,2020-04-05,2.68,0.83,4.59,1.83,3.39
中野区,2020-04-06,2.45,0.66,4.18,1.65,3.11
中野区,2020-04-07,2.12,0.39,3.69,1.32,2.71
中野区,2020-04-08,2.02,0.36,3.57,1.22,2.59
中野区,2020-04-09,1.93,0.24,3.38,1.19,2.54
中野区,2020-04-10,1.84,0.19,3.26,1.09,2.43
中野区,2020-04-11,1.76,0.11,3.12,1.01,2.34
中野区,2020-04-12,1.68,0.14,3.08,0.94,2.26
中野区,2020-04-13,1.61,0.05,2.94,0.85,2.16
中野区,2020-04-14,1.53,0.06,2.89,0.75,2.05
中野区,2020-04-15,1.27,0.00,2.66,0.60,1.84
中野区,2020-04-16,1.20,0.00,2.64,0.42,1.66
中野区,2020-04-17,1.13,0.00,2.63,0.38,1.61
中野区,2020-04-18,1.06,0.00,2.61,0.33,1.55
中野区,2020-04-19,1.65,0.12,3.09,0.88,2.23
中野区,2020-04-20,2.01,0.31,3.43,1.24,2.59
中野区,2020-04-21,2.08,0.46,3.48,1.35,2.63
中野区,2020-04-22,1.98,0.42,3.28,1.27,2.48
中野区,2020-04-23,1.68,0.23,2.88,0.99,2.14
中野区,2020-04-24,1.22,0.01,2.34,0.61,1.68
中野区,2020-04-25,0.70,0.00,2.03,0.19,1.14
中野区,2020-04-26,0.45,0.00,1.80,0.10,0.89
中野区,2020-04-27,0.48,0.00,1.86,0.10,0.91
中野区,2020-04-28,0.51,0.00,1.91,0.12,0.95
中野区,2020-04-29,0.52,0.00,1.96,0.14,0.99
中野区,2020-04-30,0.54,0.00,2.00,0.14,1.01
中野区,2020-05-01,0.62,0.00,2.15,0.18,1.13
中野区,2020-05-02,0.62,0.00,2.17,0.19,1.15
中野区,2020-05-03,0.63,0.00,2.19,0.18,1.15
中野区,2020-05-04,0.63,0.00,2.20,0.16,1.14
中野区,2020-05-05,0.55,0.00,2.10,0.13,1.05
中野区,2020-05-06,0.56,0.00,2.13,0.17,1.10
八王子市,2020-03-31,3.00,0.86,6.84,1.86,4.27
八王子市,2020-04-01,3.03,0.87,6.96,1.84,4.29
八王子市,2020-04-02,3.06,0.81,7.01,1.82,4.31
八王子市,2020-04-03,3.08,0.76,7.06,1.91,4.43
八王子市,2020-04-04,2.96,0.66,6.31,1.81,4.11
八王子市,2020-04-05,2.87,0.58,5.85,1.81,3.97
八王子市,2020-04-06,2.78,0.54,5.55,1.74,3.81
八王子市,2020-04-07,2.70,0.47,5.29,1.63,3.64
八王子市,2020-04-08,2.63,0.39,5.06,1.61,3.57
八王子市,2020-04-09,2.57,0.29,4.84,1.50,3.43
八王子市,2020-04-10,2.50,0.24,4.68,1.48,3.38
八王子市,2020-04-11,2.73,0.38,4.94,1.66,3.59
八王子市,2020-04-12,2.58,0.30,4.63,1.57,3.42
八王子市,2020-04-13,2.45,0.31,4.45,1.53,3.32
八王子市,2020-04-14,2.08,0.09,3.89,1.06,2.78
八王子市,2020-04-15,2.03,0.09,3.85,1.00,2.72
八王子市,2020-04-16,2.25,0.14,4.07,1.21,2.97
八王子市,2020-04-17,2.14,0.08,3.89,1.14,2.86
八王子市,2020-04-18,2.29,0.19,4.06,1.27,2.99
八王子市,2020-04-19,2.15,0.17,3.86,1.16,2.82
八王子市,2020-04-20,1.77,0.00,3.38,0.84,2.41
八王子市,2020-04-21,1.41,0.00,3.13,0.46,1.94
八王子市,2020-04-22,1.33,0.00,3.13,0.37,1.85
八王子市,2020-04-23,1.25,0.00,3.13,0.36,1.83
八王子市,2020-04-24,1.16,0.00,3.12,0.36,1.82
八王子市,2020-04-25,1.07,0.00,3.12,0.35,1.80
八王子市,2020-04-26,1.00,0.00,3.11,0.36,1.80
八王子市,2020-04-27,0.94,0.00,3.10,0.24,1.68
八王子市,2020-04-28,0.65,0.00,2.89,0.14,1.44
八王子市,2020-04-29,0.65,0.00,2.94,0.16,1.47
八王子市,2020-04-30,0.65,0.00,2.98,0.19,1.51
八王子市,2020-05-01,0.65,0.00,3.03,0.13,1.47
八王子市,2020-05-02,0.65,0.00,3.07,0.16,1.51
八王子市,2020-05-03,0.66,0.00,3.05,0.18,1.52
八王子市,2020-05-04,0.67,0.00,3.04,0.22,1.55
八王子市,2020-05-05,0.57,0.00,2.80,0.13,1.32
八王子市,2020-05-06,0.58,0.00,2.85,0.09,1.30
北区,2020-03-31,3.00,0.86,6.84,1.86,4.27
北区,2020-04-01,2.90,0.85,6.22,1.80,4.00
北区,2020-04-02,2.82,0.78,5.81,1.76,3.83
北区,2020-04-03,2.74,0.70,5.51,1.77,3.75
北区,2020-04-04,2.68,0.65,5.30,1.72,3.64
北区,2020-04-05,2.62,0.60,5.13,1.64,3.52
北区,2020-04-06,2.57,0.47,4.91,1.59,3.44
北区,2020-04-07,2.51,0.38,4.74,1.52,3.35
北区,2020-04-08,2.73,0.59,5.05,1.68,3.55
北区,2020-04-09,2.59,0.43,4.69,1.66,3.45
北区,2020-04-10,2.47,0.34,4.44,1.54,3.28
北区,2020-04-11,2.37,0.31,4.27,1.47,3.17
北区,2020-04-12,2.50,0.36,4.35,1.51,3.21
北区,2020-04-13,2.35,0.27,4.08,1.40,3.04
北区,2020-04-14,2.21,0.21,3.87,1.38,2.97
北区,2020-04-15,2.09,0.17,3.70,1.20,2.76
北区,2020-04-16,2.18,0.27,3.81,1.38,2.92
北区,2020-04-17,1.85,0.07,3.34,1.00,2.48
北区,2020-04-18,1.96,0.14,3.46,1.13,2.61
北区,2020-04-19,1.64,0.02,3.09,0.78,2.20
北区,2020-04-20,1.57,0.01,3.02,0.72,2.12
北区,2020-04-21,1.24,0.00,2.81,0.44,1.76
北区,2020-04-22,1.43,0.00,2.95,0.57,1.95
北区,2020-04-23,1.35,0.00,2.90,0.48,1.84
北区,2020-04-24,0.97,0.00,2.70,0.28,1.54
北区,2020-04-25,0.90,0.00,2.69,0.27,1.52
北区,2020-04-26,0.85,0.00,2.69,0.26,1.50
北区,2020-04-27,0.82,0.00,2.68,0.26,1.49
北区,2020-04-28,0.80,0.00,2.67,0.27,1.49
北区,2020-04-29,0.78,0.00,2.66,0.30,1.51
北区,2020-04-30,0.76,0.00,2.65,0.21,1.42
北区,2020-05-01,0.75,0.00,2.65,0.22,1.42
北区,2020-05-02,0.74,0.00,2.64,0.26,1.45
北区,2020-05-03,0.60,0.00,2.47,0.11,1.21
北区,2020-05-04,0.53,0.00,2.35,0.11,1.12
北区,2020-05-05,0.54,0.00,2.40,0.10,1.13
北区,2020-05-06,0.55,0.00,2.46,0.10,1.15
千代田区,2020-03-31,3.00,0.86,6.84,1.86,4.27
千代田区,2020-04-01,3.03,0.87,6.96,1.84,4.29
千代田区,2020-04-02,3.06,0.81,7.01,1.82,4.31
千代田区,2020-04-03,3.08,0.76,7.06,1.91,4.43
千代田区,2020-04-04,2.96,0.66,6.31,1.81,4.11
千代田区,2020-04-05,2.87,0.58,5.85,1.81,3.97
千代田区,2020-04-06,2.78,0.54,5.55,1.74,3.81
千代田区,2020-04-07,2.70,0.47,5.29,1.63,3.64
千代田区,2020-04-08,2.63,0.39,5.06,1.61,3.57
千代田区,2020-04-09,2.57,0.29,4.84,1.50,3.43
千代田区,2020-04-10,2.22,0.09,4.28,1.20,3.04
千代田区,2020-04-11,2.23,0.05,4.29,1.17,3.05
千代田区,2020-04-12,2.17,0.07,4.21,1.12,2.98
千代田区,2020-04-13,2.12,0.04,4.10,1.08,2.92
千代田区,2020-04-14,2.36,0.12,4.36,1.36,3.24
千代田区,2020-04-15,2.23,0.08,4.13,1.20,3.02
千代田区,2020-04-16,2.12,0.07,3.96,1.08,2.85
千代田区,2020-04-17,1.72,0.00,3.54,0.70,2.36
千代田区,2020-04-18,1.66,0.00,3.51,0.63,2.28
千代田区,2020-04-19,1.12,0.00,3.25,0.30,1.82
千代田区,2020-04-20,0.97,0.00,3.29,0.29,1.82
千代田区,2020-04-21,0.88,0.00,3.34,0.30,1.84
千代田区,2020-04-22,0.85,0.00,3.31,0.29,1.81
千代田区,2020-04-23,0.83,0.00,3.28,0.31,1.81
千代田区,2020-04-24,0.82,0.00,3.26,0.22,1.71
千代田区,2020-04-25,0.62,0.00,3.00,0.18,1.50
千代田区,2020-04-26,0.63,0.00,3.05,0.11,1.45
千代田区,2020-04-27,0.63,0.00,3.09,0.13,1.48
千代田区,2020-04-28,0.64,0.00,3.13,0.17,1.53
千代田区,2020-04-29,0.64,0.00,3.17,0.12,1.50
千代田区,2020-04-30,0.65,0.00,3.14,0.11,1.48
千代田区,2020-05-01,0.66,0.00,3.12,0.12,1.48
千代田区,2020-05-02,0.86,0.00,3.35,0.26,1.76
千代田区,2020-05-03,0.86,0.00,3.24,0.22,1.68
千代田区,2020-05-04,0.85,0.00,3.15,0.24,1.66
千代田区,2020-05-05,0.83,0.00,3.08,0.22,1.61
千代田区,2020-05-06,0.82,0.00,3.02,0.23,1.59
台東区,2020-03-31,3.00,0.86,6.84,1.86,4.27
台東区,2020-04-01,3.16,1.01,6.34,2.00,4.22
台東区,2020-04-02,2.84,0.87,5.36,1.88,3.75
台東区,2020-04-03,2.63,0.75,4.84,1.74,3.44
台東区,2020-04-04,2.28,0.55,4.28,1.41,2.97
台東区,2020-04-05,2.22,0.42,4.09,1.35,2.89
台東区,2020-04-06,2.16,0.34,3.95,1.40,2.92
台東区,2020-04-07,2.10,0.30,3.85,1.24,2.76
台東区,2020-04-08,2.23,0.34,3.96,1.35,2.89
台東区,2020-04-09,2.12,0.25,3.76,1.25,2.76
台東区,2020-04-10,2.03,0.20,3.61,1.27,2.75
台東区,2020-04-11,1.76,0.08,3.27,0.96,2.40
台東区,2020-04-12,1.71,0.04,3.20,0.80,2.25
台東区,2020-04-13,1.43,0.00,2.97,0.62,2.01
台東区,2020-04-14,1.37,0.00,2.98,0.51,1.91
台東区,2020-04-15,1.31,0.00,2.99,0.39,1.80
台東区,2020-04-16,1.54,0.00,3.18,0.58,2.07
台東区,2020-04-17,1.47,0.00,3.13,0.53,2.00
台東区,2020-04-18,1.40,0.00,3.09,0.48,1.93
台東区,2020-04-19,0.94,0.00,2.87,0.34,1.67
台東区,2020-04-20,0.86,0.00,2.88,0.28,1.61
台東区,2020-04-21,0.82,0.00,2.89,0.24,1.57
台東区,2020-04-22,0.79,0.00,2.90,0.20,1.53
台東区,2020-04-23,0.78,0.00,2.90,0.26,1.58
台東区,2020-04-24,0.76,0.00,2.91,0.22,1.54
台東区,2020-04-25,0.75,0.00,2.91,0.19,1.51
台東区,2020-04-26,0.74,0.00,2.91,0.24,1.55
台東区,2020-04-27,0.60,0.00,2.72,0.13,1.32
台東区,2020-04-28,0.60,0.00,2.77,0.10,1.31
台東区,2020-04-29,0.61,0.00,2.81,0.14,1.36
台東区,2020-04-30,0.75,0.00,3.03,0.21,1.56
台東区,2020-05-01,0.76,0.00,2.97,0.18,1.51
台東区,2020-05-02,0.75,0.00,2.92,0.25,1.55
台東区,2020-05-03,0.75,0.00,2.87,0.28,1.56
台東区,2020-05-04,0.52,0.00,2.47,0.05,1.11
台東区,2020-05-05,0.54,0.00,2.52,0.10,1.17
台東区,2020-05-06,0.55,0.00,2.57,0.10,1.19
品川区,2020-03-31,3.00,0.86,6.84,1.86,4.27
品川区,2020-04-01,2.90,0.85,6.22,1.80,4.00
品川区,2020-04-02,3.64,1.18,7.03,2.42,4.86
品川区,2020-04-03,3.51,1.23,6.22,2.43,4.52
品川区,2020-04-04,3.04,1.04,5.31,2.11,3.89
品川区,2020-04-05,2.75,0.90,4.80,1.92,3.54
品川区,2020-04-06,2.73,0.92,4.65,1.87,3.42
品川区,2020-04-07,2.33,0.54,4.01,1.49,2.94
品川区,2020-04-08,2.52,0.74,4.19,1.71,3.14
品川区,2020-04-09,2.60,0.87,4.19,1.82,3.19
品川区,2020-04-10,2.47,0.80,3.94,1.76,3.05
品川区,2020-04-11,2.22,0.62,3.60,1.54,2.77
品川区,2020-04-12,2.03,0.48,3.34,1.37,2.56
品川区,2020-04-13,1.66,0.21,2.88,0.99,2.15
品川区,2020-04-14,1.34,0.00,2.47,0.65,1.78
品川区,2020-04-15,1.41,0.05,2.59,0.67,1.83
品川区,2020-04-16,1.47,0.07,2.66,0.75,1.92
品川区,2020-04-17,1.26,0.01,2.45,0.54,1.67
品川区,2020-04-18,1.33,0.04,2.54,0.60,1.75
品川区,2020-04-19,1.11,0.00,2.36,0.53,1.62
品川区,2020-04-20,0.71,0.00,2.14,0.19,1.18
品川区,2020-04-21,0.69,0.00,2.15,0.19,1.18
品川区,2020-04-22,0.68,0.00,2.17,0.20,1.19
品川区,2020-04-23,0.68,0.00,2.18,0.21,1.20
品川区,2020-04-24,0.59,0.00,2.08,0.16,1.09
品川区,2020-04-25,0.52,0.00,2.01,0.12,1.00
品川区,2020-04-26,0.54,0.00,2.05,0.10,1.00
品川区,2020-04-27,0.63,0.00,2.20,0.15,1.13
品川区,2020-04-28,0.63,0.00,2.21,0.22,1.20
品川区,2020-04-29,0.64,0.00,2.23,0.18,1.17
品川区,2020-04-30,0.64,0.00,2.24,0.15,1.15
品川区,2020-05-01,0.56,0.00,2.13,0.18,1.11
品川区,2020-05-02,0.57,0.00,2.16,0.11,1.06
品川区,2020-05-03,0.58,0.00,2.19,0.13,1.09
品川区,2020-05-04,0.58,0.00,2.22,0.15,1.12
品川区,2020-05-05,0.59,0.00,2.24,0.16,1.14
品川区,2020-05-06,0.53,0.00,2.14,0.12,1.04
国分寺市,2020-03-31,3.00,0.86,6.84,1.86,4.27
国分寺市,2020-04-01,3.03,0.87,6.96,1.84,4.29
国分寺市,2020-04-02,3.06,0.81,7.01,1.82,4.31
国分寺市,2020-04-03,3.08,0.76,7.06,1.91,4.43
国分寺市,2020-04-04,3.11,0.64,7.04,1.86,4.42
国分寺市,2020-04-05,3.13,0.60,7.08,1.82,4.42
国分寺市,2020-04-06,3.16,0.59,7.14,1.87,4.50
国分寺市,2020-04-07,3.18,0.49,7.11,1.95,4.61
国分寺市,2020-04-08,3.20,0.42,7.10,1.85,4.55
国分寺市,2020-04-09,2.54,0.16,5.20,1.43,3.57
国分寺市,2020-04-10,2.14,0.01,4.44,1.01,2.98
国分寺市,2020-04-11,2.15,0.00,4.47,1.03,3.03
国分寺市,2020-04-12,2.15,0.00,4.51,1.05,3.08
国分寺市,2020-04-13,2.15,0.00,4.54,1.03,3.09
国分寺市,2020-04-14,2.14,0.00,4.58,0.96,3.05
国分寺市,2020-04-15,2.14,0.00,4.61,0.87,2.99
国分寺市,2020-04-16,0.69,0.00,3.58,0.17,1.79
国分寺市,2020-04-17,0.68,0.00,3.61,0.14,1.77
国分寺市,2020-04-18,0.57,0.00,3.25,0.10,1.50
国分寺市,2020-04-19,0.59,0.00,3.29,0.11,1.52
国分寺市,2020-04-20,0.61,0.00,3.33,0.14,1.56
国分寺市,2020-04-21,0.62,0.00,3.36,0.09,1.53
国分寺市,2020-04-22,0.54,0.00,3.02,0.05,1.30
国分寺市,2020-04-23,0.56,0.00,3.06,0.11,1.37
国分寺市,2020-04-24,0.41,0.00,2.27,0.00,0.89
国分寺市,2020-04-25,0.45,0.00,2.32,0.06,0.97
国分寺市,2020-04-26,0.40,0.00,1.99,0.01,0.79
国分寺市,2020-04-27,0.44,0.00,2.05,0.05,0.86
国分寺市,2020-04-28,0.46,0.00,2.11,0.07,0.91
国分寺市,2020-04-29,0.48,0.00,2.16,0.08,0.95
国分寺市,2020-04-30,0.50,0.00,2.22,0.07,0.97
国分寺市,2020-05-01,0.51,0.00,2.27,0.06,0.99
国分寺市,2020-05-02,0.52,0.00,2.33,0.10,1.05
国分寺市,2020-05-03,0.53,0.00,2.38,0.07,1.05
国分寺市,2020-05-04,0.54,0.00,2.43,0.10,1.10
国分寺市,2020-05-05,0.54,0.00,2.49,0.14,1.16
国分寺市,2020-05-06,0.49,0.00,2.31,0.05,1.00
国立市,2020-03-31,3.00,0.86,6.84,1.86,4.27
国立市,2020-04-01,3.03,0.87,6.96,1.84,4.29
国立市,2020-04-02,3.06,0.81,7.01,1.82,4.31
国立市,2020-04-03,3.08,0.76,7.06,1.91,4.43
国立市,2020-04-04,3.11,0.64,7.04,1.86,4.42
国立市,2020-04-05,3.13,0.60,7.08,1.82,4.42
国立市,2020-04-06,3.16,0.59,7.14,1.87,4.50
国立市,2020-04-07,3.18,0.49,7.11,1.95,4.61
国立市,2020-04-08,3.20,0.42,7.10,1.85,4.55
国立市,2020-04-09,3.22,0.40,7.13,1.89,4.62
国立市,2020-04-10,2.19,0.02,4.64,1.09,3.13
国立市,2020-04-11,2.19,0.00,4.66,1.00,3.08
国立市,2020-04-12,2.20,0.00,4.69,0.99,3.10
国立市,2020-04-13,2.20,0.00,4.73,0.96,3.10
国立市,2020-04-14,1.70,0.00,4.12,0.46,2.37
国立市,2020-04-15,1.66,0.00,4.16,0.50,2.42
国立市,2020-04-16,1.62,0.00,4.19,0.38,2.32
国立市,2020-04-17,1.56,0.00,4.23,0.38,2.33
国立市,2020-04-18,0.69,0.00,3.72,0.23,1.89
国立市,2020-04-19,0.69,0.00,3.76,0.19,1.86
国立市,2020-04-20,0.70,0.00,3.79,0.18,1.86
国立市,2020-04-21,0.70,0.00,3.83,0.18,1.87
国立市,2020-04-22,0.71,0.00,3.86,0.18,1.88
国立市,2020-04-23,0.71,0.00,3.90,0.18,1.89
国立市,2020-04-24,0.71,0.00,3.93,0.19,1.91
国立市,2020-04-25,0.71,0.00,3.97,0.20,1.93
国立市,2020-04-26,0.72,0.00,3.84,0.20,1.88
国立市,2020-04-27,0.59,0.00,3.39,0.09,1.52
国立市,2020-04-28,0.60,0.00,3.43,0.11,1.55
国立市,2020-04-29,0.61,0.00,3.47,0.07,1.53
国立市,2020-04-30,0.62,0.00,3.50,0.10,1.57
国立市,2020-05-01,0.63,0.00,3.54,0.14,1.62
国立市,2020-05-02,0.64,0.00,3.57,0.09,1.59
