pref,date,ML,Low_90,High_90,Low_50,High_50
三重県,2020-01-16,3.00,0.86,6.84,1.86,4.27
三重県,2020-01-17,3.00,0.88,6.87,1.80,4.22
三重県,2020-01-18,3.01,0.90,6.90,1.84,4.26
三重県,2020-01-19,3.01,0.85,6.87,1.90,4.32
三重県,2020-01-20,3.01,0.86,6.89,1.83,4.26
三重県,2020-01-21,3.02,0.88,6.92,1.88,4.31
三重県,2020-01-22,3.02,0.83,6.89,1.82,4.26
三重県,2020-01-23,3.02,0.84,6.91,1.86,4.30
三重県,2020-01-24,3.03,0.86,6.94,1.93,4.37
三重県,2020-01-25,3.03,0.89,6.98,1.84,4.29
三重県,2020-01-26,3.03,0.82,6.93,1.90,4.35
三重県,2020-01-27,3.04,0.83,6.95,1.83,4.29
三重県,2020-01-28,3.04,0.84,6.97,1.87,4.33
三重県,2020-01-29,3.04,0.79,6.94,1.81,4.28
三重県,2020-01-30,3.05,0.79,6.95,1.85,4.32
三重県,2020-01-31,3.05,0.80,6.97,1.92,4.39
三重県,2020-02-01,3.05,0.81,6.99,1.84,4.32
三重県,2020-02-02,3.05,0.83,7.02,1.89,4.37
三重県,2020-02-03,3.06,0.76,6.97,1.82,4.31
三重県,2020-02-04,3.06,0.76,6.98,1.86,4.35
三重県,2020-02-05,3.06,0.77,7.00,1.94,4.43
三重県,2020-02-06,3.07,0.77,7.01,1.85,4.35
三重県,2020-02-07,3.07,0.78,7.03,1.90,4.40
三重県,2020-02-08,3.07,0.80,7.06,1.83,4.34
三重県,2020-02-09,3.08,0.72,7.00,1.87,4.38
三重県,2020-02-10,3.08,0.72,7.01,1.96,4.47
三重県,2020-02-11,3.08,0.72,7.02,1.85,4.37
三重県,2020-02-12,3.08,0.73,7.04,1.91,4.43
三重県,2020-02-13,3.09,0.73,7.05,1.84,4.37
三重県,2020-02-14,3.09,0.73,7.06,1.88,4.41
三重県,2020-02-15,3.09,0.73,7.07,1.82,4.36
三重県,2020-02-16,3.10,0.73,7.08,1.86,4.40
三重県,2020-02-17,3.10,0.73,7.09,1.91,4.45
三重県,2020-02-18,3.10,0.73,7.10,1.84,4.39
三重県,2020-02-19,3.10,0.74,7.12,1.88,4.43
三重県,2020-02-20,3.11,0.75,7.14,1.82,4.38
三重県,2020-02-21,3.11,0.64,7.05,1.86,4.42
三重県,2020-02-22,3.11,0.64,7.06,1.92,4.48
三重県,2020-02-23,3.12,0.63,7.06,1.84,4.41
三重県,2020-02-24,3.12,0.63,7.07,1.89,4.46
三重県,2020-02-25,3.12,0.62,7.07,1.82,4.40
三重県,2020-02-26,3.12,0.61,7.07,1.86,4.44
三重県,2020-02-27,3.13,0.60,7.07,1.92,4.50
三重県,2020-02-28,3.13,0.69,7.16,1.84,4.43
三重県,2020-02-29,3.13,0.67,7.15,1.88,4.47
三重県,2020-03-01,3.13,0.65,7.14,1.82,4.42
三重県,2020-03-02,3.14,0.64,7.14,1.86,4.46
三重県,2020-03-03,3.14,0.62,7.13,1.91,4.51
三重県,2020-03-04,3.14,0.61,7.13,1.84,4.45
三重県,2020-03-05,3.14,0.59,7.12,1.88,4.49
三重県,2020-03-06,3.15,0.58,7.12,1.96,4.57
三重県,2020-03-07,3.15,0.56,7.11,1.86,4.48
三重県,2020-03-08,3.15,0.55,7.11,1.90,4.52
三重県,2020-03-09,3.16,0.53,7.10,1.83,4.46
三重県,2020-03-10,3.00,0.55,6.36,1.86,4.22
三重県,2020-03-11,2.88,0.53,5.88,1.80,3.99
三重県,2020-03-12,2.78,0.57,5.59,1.70,3.77
三重県,2020-03-13,2.69,0.48,5.26,1.72,3.69
三重県,2020-03-14,2.61,0.47,5.05,1.59,3.49
三重県,2020-03-15,2.29,0.25,4.46,1.32,3.09
三重県,2020-03-16,2.29,0.22,4.44,1.37,3.14
三重県,2020-03-17,2.30,0.19,4.42,1.32,3.10
三重県,2020-03-18,2.30,0.16,4.40,1.37,3.15
三重県,2020-03-19,2.30,0.22,4.46,1.32,3.11
三重県,2020-03-20,2.30,0.18,4.43,1.37,3.16
三重県,2020-03-21,2.30,0.15,4.41,1.32,3.12
三重県,2020-03-22,2.30,0.22,4.48,1.37,3.17
三重県,2020-03-23,2.30,0.16,4.43,1.31,3.12
三重県,2020-03-24,2.31,0.13,4.41,1.36,3.17
三重県,2020-03-25,2.31,0.20,4.48,1.31,3.13
三重県,2020-03-26,2.31,0.14,4.43,1.36,3.18
三重県,2020-03-27,2.31,0.11,4.41,1.30,3.13
三重県,2020-03-28,2.31,0.15,4.45,1.35,3.18
三重県,2020-03-29,2.31,0.11,4.42,1.30,3.14
三重県,2020-03-30,2.31,0.09,4.41,1.35,3.19
三重県,2020-03-31,2.26,0.11,4.29,1.31,3.10
三重県,2020-04-01,2.22,0.13,4.19,1.24,2.99
三重県,2020-04-02,2.17,0.09,4.05,1.22,2.93
三重県,2020-04-03,1.91,0.02,3.67,1.00,2.63
三重県,2020-04-04,1.91,0.00,3.66,1.06,2.69
三重県,2020-04-05,1.92,0.02,3.68,0.99,2.63
三重県,2020-04-06,1.92,0.00,3.67,1.06,2.70
三重県,2020-04-07,1.92,0.02,3.69,0.98,2.63
三重県,2020-04-08,1.92,0.00,3.68,1.05,2.70
三重県,2020-04-09,1.89,0.02,3.62,1.07,2.69
三重県,2020-04-10,1.86,0.03,3.56,0.94,2.54
三重県,2020-04-11,1.83,0.02,3.49,0.99,2.56
三重県,2020-04-12,1.80,0.03,3.44,0.94,2.49
三重県,2020-04-13,1.78,0.01,3.37,0.91,2.44
三重県,2020-04-14,1.95,0.10,3.58,1.11,2.65
三重県,2020-04-15,2.08,0.20,3.72,1.22,2.74
三重県,2020-04-16,2.00,0.13,3.50,1.15,2.61
三重県,2020-04-17,2.08,0.24,3.58,1.25,2.67
三重県,2020-04-18,1.84,0.11,3.20,1.04,2.39
三重県,2020-04-19,1.79,0.09,3.09,1.02,2.33
三重県,2020-04-20,1.61,0.08,2.89,0.83,2.10
三重県,2020-04-21,1.58,0.05,2.82,0.84,2.09
三重県,2020-04-22,1.56,0.06,2.79,0.86,2.09
三重県,2020-04-23,1.41,0.04,2.63,0.71,1.91
三重県,2020-04-24,1.40,0.02,2.60,0.66,1.86
三重県,2020-04-25,1.39,0.01,2.58,0.72,1.91
三重県,2020-04-26,1.24,0.00,2.46,0.48,1.65
三重県,2020-04-27,1.24,0.00,2.46,0.53,1.70
三重県,2020-04-28,1.24,0.00,2.47,0.47,1.65
三重県,2020-04-29,1.23,0.00,2.48,0.51,1.69
三重県,2020-04-30,1.23,0.00,2.49,0.45,1.64
三重県,2020-05-01,1.23,0.00,2.49,0.49,1.68
三重県,2020-05-02,1.23,0.00,2.50,0.42,1.62
三重県,2020-05-03,1.22,0.00,2.51,0.46,1.66
三重県,2020-05-04,1.22,0.00,2.51,0.52,1.72
三重県,2020-05-05,1.21,0.00,2.52,0.42,1.63
三重県,2020-05-06,1.21,0.00,2.53,0.47,1.68
三重県,2020-05-07,1.21,0.00,2.53,0.38,1.60
三重県,2020-05-08,1.20,0.00,2.54,0.42,1.64
三重県,2020-05-09,1.20,0.00,2.55,0.49,1.71
三重県,2020-05-10,1.19,0.00,2.55,0.37,1.60
三重県,2020-05-11,1.19,0.00,2.56,0.41,1.64
三重県,2020-05-12,1.18,0.00,2.57,0.31,1.55
三重県,2020-05-13,1.18,0.00,2.57,0.34,1.58
三重県,2020-05-14,1.18,0.00,2.58,0.38,1.62
三重県,2020-05-15,1.17,0.00,2.59,0.28,1.53
三重県,2020-05-16,1.16,0.00,2.59,0.31,1.56
三重県,2020-05-17,1.16,0.00,2.60,0.34,1.59
三重県,2020-05-18,1.15,0.00,2.61,0.23,1.49
三重県,2020-05-19,1.15,0.00,2.61,0.26,1.52
三重県,2020-05-20,1.14,0.00,2.62,0.28,1.54
三重県,2020-05-21,1.14,0.00,2.63,0.33,1.59
三重県,2020-05-22,1.13,0.00,2.63,0.20,1.47
三重県,2020-05-23,1.12,0.00,2.64,0.22,1.49
三重県,2020-05-24,1.12,0.00,2.64,0.24,1.51
三重県,2020-05-25,1.11,0.00,2.65,0.28,1.55
三重県,2020-05-26,1.10,0.00,2.66,0.15,1.43
三重県,2020-05-27,1.10,0.00,2.66,0.17,1.45
三重県,2020-05-28,1.09,0.00,2.67,0.18,1.46
三重県,2020-05-29,1.08,0.00,2.68,0.21,1.49
三重県,2020-05-30,1.07,0.00,2.68,0.26,1.54
三重県,2020-05-31,1.07,0.00,2.69,0.12,1.41
三重県,2020-06-01,1.06,0.00,2.69,0.13,1.42
三重県,2020-06-02,1.05,0.00,2.70,0.14,1.43
三重県,2020-06-03,1.04,0.00,2.71,0.16,1.45
三重県,2020-06-04,1.03,0.00,2.71,0.18,1.47
三重県,2020-06-05,1.02,0.00,2.72,0.09,1.39
三重県,2020-06-06,1.01,0.00,2.72,0.10,1.40
三重県,2020-06-07,1.00,0.00,2.73,0.11,1.41
三重県,2020-06-08,0.99,0.00,2.74,0.12,1.42
三重県,2020-06-09,0.98,0.00,2.74,0.13,1.43
三重県,2020-06-10,0.97,0.00,2.75,0.14,1.44
三重県,2020-06-11,0.96,0.00,2.75,0.17,1.47
三重県,2020-06-12,0.95,0.00,2.76,0.08,1.39
三重県,2020-06-13,0.94,0.00,2.77,0.09,1.40
三重県,2020-06-14,0.93,0.00,2.77,0.09,1.40
三重県,2020-06-15,0.92,0.00,2.78,0.10,1.41
三重県,2020-06-16,0.91,0.00,2.78,0.11,1.42
三重県,2020-06-17,0.89,0.00,2.79,0.12,1.43
三重県,2020-06-18,0.88,0.00,2.79,0.14,1.45
三重県,2020-06-19,0.87,0.00,2.80,0.07,1.39
三重県,2020-06-20,0.86,0.00,2.81,0.07,1.39
三重県,2020-06-21,0.84,0.00,2.81,0.08,1.40
三重県,2020-06-22,0.83,0.00,2.82,0.08,1.40
三重県,2020-06-23,0.81,0.00,2.82,0.09,1.41
三重県,2020-06-24,0.80,0.00,2.83,0.10,1.42
三重県,2020-06-25,0.78,0.00,2.83,0.11,1.43
三重県,2020-06-26,0.77,0.00,2.84,0.14,1.46
三重県,2020-06-27,0.75,0.00,2.84,0.06,1.39
三重県,2020-06-28,0.73,0.00,2.85,0.06,1.39
三重県,2020-06-29,0.71,0.00,2.85,0.07,1.40
三重県,2020-06-30,0.70,0.00,2.86,0.08,1.41
三重県,2020-07-01,0.68,0.00,2.87,0.08,1.41
三重県,2020-07-02,0.66,0.00,2.87,0.09,1.42
三重県,2020-07-03,0.63,0.00,2.88,0.11,1.44
三重県,2020-07-04,0.61,0.00,2.88,0.05,1.39
三重県,2020-07-05,0.59,0.00,2.89,0.05,1.39
三重県,2020-07-06,0.56,0.00,2.89,0.06,1.40
三重県,2020-07-07,0.54,0.00,2.90,0.06,1.40
三重県,2020-07-08,0.51,0.00,2.90,0.07,1.41
三重県,2020-07-09,0.48,0.00,2.91,0.08,1.42
三重県,2020-07-10,0.45,0.00,2.91,0.09,1.43
三重県,2020-07-11,0.55,0.00,2.88,0.05,1.38
三重県,2020-07-12,0.61,0.00,2.84,0.09,1.40
三重県,2020-07-13,0.64,0.00,2.81,0.07,1.37
三重県,2020-07-14,0.67,0.00,2.78,0.05,1.34
三重県,2020-07-15,0.69,0.00,2.75,0.10,1.37
三重県,2020-07-16,0.70,0.00,2.72,0.09,1.35
三重県,2020-07-17,0.72,0.00,2.70,0.08,1.33
三重県,2020-07-18,0.73,0.00,2.67,0.08,1.32
三重県,2020-07-19,0.74,0.00,2.65,0.09,1.32
三重県,2020-07-20,0.75,0.00,2.63,0.09,1.31
三重県,2020-07-21,0.76,0.00,2.60,0.10,1.31
三重県,2020-07-22,0.76,0.00,2.58,0.11,1.31
三重県,2020-07-23,1.07,0.00,2.71,0.25,1.54
三重県,2020-07-24,1.07,0.00,2.66,0.22,1.49
三重県,2020-07-25,1.28,0.00,2.76,0.47,1.78
三重県,2020-07-26,1.45,0.00,2.82,0.62,1.94
三重県,2020-07-27,1.57,0.05,2.88,0.86,2.15
三重県,2020-07-28,1.65,0.10,2.91,1.00,2.25
三重県,2020-07-29,1.57,0.12,2.80,0.85,2.05
三重県,2020-07-30,1.63,0.14,2.79,0.92,2.08
三重県,2020-07-31,1.76,0.37,2.98,1.11,2.22
三重県,2020-08-01,1.85,0.46,2.98,1.24,2.29
三重県,2020-08-02,1.89,0.64,3.02,1.29,2.28
三重県,2020-08-03,1.90,0.73,2.97,1.33,2.26
三重県,2020-08-04,1.84,0.75,2.86,1.34,2.21
三重県,2020-08-05,1.79,0.73,2.73,1.34,2.16
三重県,2020-08-06,1.69,0.66,2.57,1.20,1.99
三重県,2020-08-07,1.57,0.62,2.45,1.10,1.86
三重県,2020-08-08,1.43,0.47,2.25,1.04,1.77
三重県,2020-08-09,1.31,0.37,2.11,0.88,1.60
三重県,2020-08-10,1.21,0.27,1.98,0.79,1.50
三重県,2020-08-11,1.12,0.24,1.91,0.74,1.44
三重県,2020-08-12,1.08,0.15,1.81,0.67,1.37
三重県,2020-08-13,1.07,0.19,1.84,0.67,1.37
三重県,2020-08-14,1.03,0.10,1.74,0.62,1.32
三重県,2020-08-15,0.99,0.07,1.69,0.59,1.29
三重県,2020-08-16,0.99,0.08,1.70,0.54,1.25
三重県,2020-08-17,1.03,0.09,1.74,0.61,1.32
三重県,2020-08-18,1.07,0.13,1.80,0.66,1.37
三重県,2020-08-19,1.14,0.24,1.93,0.73,1.44
三重県,2020-08-20,1.17,0.27,1.96,0.73,1.44
三重県,2020-08-21,1.16,0.24,1.92,0.75,1.45
三重県,2020-08-22,1.12,0.19,1.85,0.68,1.38
三重県,2020-08-23,1.04,0.13,1.75,0.64,1.33
三重県,2020-08-24,1.00,0.10,1.70,0.60,1.29
三重県,2020-08-25,0.96,0.07,1.65,0.57,1.26
三重県,2020-08-26,0.92,0.04,1.60,0.47,1.17
三重県,2020-08-27,0.88,0.01,1.55,0.43,1.13
三重県,2020-08-28,0.92,0.02,1.60,0.47,1.18
三重県,2020-08-29,0.92,0.05,1.63,0.50,1.21
三重県,2020-08-30,0.92,0.03,1.62,0.46,1.18
三重県,2020-08-31,0.92,0.01,1.61,0.48,1.20
三重県,2020-09-01,0.96,0.06,1.69,0.51,1.24
三重県,2020-09-02,1.05,0.10,1.79,0.65,1.38
三重県,2020-09-03,1.09,0.12,1.83,0.67,1.40
三重県,2020-09-04,1.12,0.15,1.87,0.68,1.41
三重県,2020-09-05,1.16,0.20,1.92,0.75,1.47
三重県,2020-09-06,1.15,0.21,1.91,0.69,1.41
三重県,2020-09-07,1.10,0.18,1.85,0.67,1.38
三重県,2020-09-08,1.01,0.09,1.72,0.63,1.33
三重県,2020-09-09,0.93,0.03,1.61,0.51,1.21
三重県,2020-09-10,0.93,0.05,1.63,0.54,1.24
三重県,2020-09-11,0.89,0.01,1.57,0.50,1.20
三重県,2020-09-12,0.85,0.01,1.54,0.45,1.15
三重県,2020-09-13,0.85,0.00,1.54,0.41,1.12
三重県,2020-09-14,0.80,0.00,1.51,0.34,1.05
三重県,2020-09-15,0.80,0.00,1.52,0.40,1.11
三重県,2020-09-16,0.80,0.00,1.53,0.34,1.06
三重県,2020-09-17,0.80,0.00,1.54,0.30,1.03
三重県,2020-09-18,0.79,0.00,1.55,0.33,1.06
三重県,2020-09-19,0.79,0.00,1.56,0.29,1.03
三重県,2020-09-20,0.79,0.00,1.57,0.32,1.06
三重県,2020-09-21,0.85,0.00,1.62,0.35,1.11
三重県,2020-09-22,0.85,0.00,1.62,0.37,1.13
三重県,2020-09-23,0.85,0.00,1.63,0.40,1.16
三重県,2020-09-24,0.85,0.00,1.63,0.33,1.10
三重県,2020-09-25,0.90,0.00,1.68,0.42,1.20
三重県,2020-09-26,0.90,0.00,1.68,0.42,1.20
三重県,2020-09-27,0.90,0.00,1.68,0.42,1.20
三重県,2020-09-28,0.96,0.03,1.75,0.47,1.26
三重県,2020-09-29,0.96,0.02,1.74,0.46,1.25
三重県,2020-09-30,1.01,0.07,1.82,0.54,1.33
三重県,2020-10-01,1.01,0.03,1.78,0.51,1.30
三重県,2020-10-02,0.95,0.03,1.73,0.46,1.24
三重県,2020-10-03,0.90,0.01,1.67,0.41,1.18
三重県,2020-10-04,0.84,0.00,1.62,0.37,1.13
三重県,2020-10-05,0.78,0.00,1.58,0.30,1.05
三重県,2020-10-06,0.78,0.00,1.59,0.25,1.01
三重県,2020-10-07,0.71,0.00,1.55,0.21,0.95
三重県,2020-10-08,0.71,0.00,1.56,0.15,0.90
三重県,2020-10-09,0.70,0.00,1.57,0.17,0.92
三重県,2020-10-10,0.69,0.00,1.58,0.20,0.95
三重県,2020-10-11,0.77,0.00,1.64,0.24,1.02
三重県,2020-10-12,0.77,0.00,1.64,0.27,1.05
三重県,2020-10-13,0.76,0.00,1.65,0.19,0.98
三重県,2020-10-14,0.68,0.00,1.60,0.18,0.94
三重県,2020-10-15,0.67,0.00,1.61,0.11,0.88
三重県,2020-10-16,0.66,0.00,1.62,0.13,0.90
三重県,2020-10-17,0.66,0.00,1.63,0.15,0.92
三重県,2020-10-18,0.65,0.00,1.63,0.20,0.97
三重県,2020-10-19,0.64,0.00,1.64,0.10,0.88
三重県,2020-10-20,0.64,0.00,1.65,0.12,0.90
三重県,2020-10-21,0.63,0.00,1.66,0.14,0.92
三重県,2020-10-22,0.62,0.00,1.66,0.08,0.87
三重県,2020-10-23,0.62,0.00,1.67,0.09,0.88
三重県,2020-10-24,0.61,0.00,1.68,0.11,0.90
三重県,2020-10-25,0.40,0.00,1.62,0.09,0.84
三重県,2020-10-26,0.36,0.00,1.63,0.05,0.81
三重県,2020-10-27,0.33,0.00,1.64,0.05,0.81
三重県,2020-10-28,0.33,0.00,1.65,0.06,0.82
三重県,2020-10-29,0.57,0.00,1.72,0.14,0.94
三重県,2020-10-30,0.58,0.00,1.72,0.07,0.88
三重県,2020-10-31,0.59,0.00,1.72,0.08,0.89
三重県,2020-11-01,0.59,0.00,1.72,0.09,0.90
三重県,2020-11-02,0.60,0.00,1.73,0.10,0.91
三重県,2020-11-03,0.73,0.00,1.79,0.15,1.00
三重県,2020-11-04,0.84,0.00,1.85,0.25,1.13
三重県,2020-11-05,0.94,0.00,1.90,0.44,1.33
三重県,2020-11-06,0.94,0.00,1.89,0.47,1.35
三重県,2020-11-07,0.94,0.00,1.87,0.37,1.25
三重県,2020-11-08,0.86,0.00,1.80,0.32,1.17
三重県,2020-11-09,0.78,0.00,1.74,0.29,1.11
三重県,2020-11-10,0.78,0.00,1.73,0.29,1.11
三重県,2020-11-11,0.78,0.00,1.73,0.28,1.10
三重県,2020-11-12,0.87,0.00,1.79,0.40,1.24
三重県,2020-11-13,0.87,0.00,1.78,0.35,1.19
三重県,2020-11-14,0.87,0.00,1.78,0.33,1.17
三重県,2020-11-15,0.95,0.00,1.83,0.43,1.28
三重県,2020-11-16,1.09,0.06,1.97,0.63,1.49
三重県,2020-11-17,1.27,0.16,2.16,0.79,1.65
三重県,2020-11-18,1.41,0.31,2.32,0.92,1.76
三重県,2020-11-19,1.52,0.49,2.44,1.03,1.84
三重県,2020-11-20,1.56,0.56,2.43,1.10,1.87
三重県,2020-11-21,1.45,0.47,2.27,1.02,1.76
三重県,2020-11-22,1.33,0.39,2.13,0.90,1.62
三重県,2020-11-23,1.30,0.38,2.08,0.90,1.60
三重県,2020-11-24,1.27,0.40,2.06,0.85,1.54
三重県,2020-11-25,1.29,0.43,2.06,0.91,1.58
三重県,2020-11-26,1.36,0.50,2.10,0.96,1.62
三重県,2020-11-27,1.36,0.52,2.08,0.98,1.62
三重県,2020-11-28,1.33,0.53,2.05,0.93,1.56
三重県,2020-11-29,1.25,0.48,1.97,0.85,1.47
三重県,2020-11-30,1.17,0.37,1.85,0.80,1.41
三重県,2020-12-01,1.16,0.41,1.87,0.83,1.43
三重県,2020-12-02,1.15,0.40,1.85,0.78,1.38
三重県,2020-12-03,1.17,0.42,1.86,0.85,1.44
三重県,2020-12-04,1.13,0.38,1.81,0.78,1.37
三重県,2020-12-05,1.09,0.31,1.74,0.73,1.32
三重県,2020-12-06,1.03,0.27,1.69,0.67,1.26
三重県,2020-12-07,1.03,0.27,1.69,0.67,1.26
三重県,2020-12-08,1.06,0.27,1.70,0.70,1.29
三重県,2020-12-09,1.11,0.33,1.76,0.74,1.33
三重県,2020-12-10,1.12,0.37,1.79,0.82,1.40
三重県,2020-12-11,1.12,0.37,1.78,0.78,1.36
三重県,2020-12-12,1.11,0.39,1.79,0.75,1.33
三重県,2020-12-13,1.08,0.32,1.72,0.71,1.29
三重県,2020-12-14,1.05,0.32,1.71,0.68,1.26
三重県,2020-12-15,1.02,0.28,1.67,0.65,1.23
三重県,2020-12-16,0.99,0.24,1.63,0.63,1.21
三重県,2020-12-17,0.96,0.21,1.60,0.62,1.20
三重県,2020-12-18,0.94,0.18,1.57,0.61,1.19
三重県,2020-12-19,0.91,0.14,1.53,0.54,1.13
三重県,2020-12-20,0.92,0.13,1.53,0.57,1.16
三重県,2020-12-21,0.92,0.12,1.53,0.54,1.14
三重県,2020-12-22,0.95,0.19,1.61,0.59,1.19
三重県,2020-12-23,0.95,0.16,1.59,0.60,1.20
三重県,2020-12-24,0.98,0.20,1.64,0.66,1.26
三重県,2020-12-25,0.98,0.21,1.65,0.59,1.20
三重県,2020-12-26,0.98,0.17,1.62,0.60,1.21
三重県,2020-12-27,1.01,0.23,1.68,0.63,1.24
三重県,2020-12-28,1.04,0.23,1.69,0.65,1.26
三重県,2020-12-29,1.06,0.26,1.72,0.72,1.32
三重県,2020-12-30,1.06,0.27,1.72,0.70,1.30
三重県,2020-12-31,1.05,0.29,1.73,0.68,1.28
三重県,2021-01-01,1.02,0.28,1.71,0.64,1.24
三重県,2021-01-02,1.05,0.26,1.70,0.73,1.32
三重県,2021-01-03,1.10,0.35,1.78,0.75,1.34
三重県,2021-01-04,1.17,0.43,1.85,0.80,1.39
三重県,2021-01-05,1.28,0.54,1.94,0.92,1.50
三重県,2021-01-06,1.38,0.68,2.04,1.05,1.61
三重県,2021-01-07,1.46,0.77,2.09,1.18,1.72
三重県,2021-01-08,1.45,0.78,2.06,1.12,1.65
三重県,2021-01-09,1.40,0.73,1.98,1.13,1.64
三重県,2021-01-10,1.34,0.70,1.92,1.06,1.56
三重県,2021-01-11,1.26,0.65,1.85,0.95,1.45
三重県,2021-01-12,1.20,0.58,1.77,0.91,1.40
三重県,2021-01-13,1.19,0.58,1.76,0.88,1.37
三重県,2021-01-14,1.19,0.55,1.73,0.94,1.42
三重県,2021-01-15,1.17,0.54,1.71,0.89,1.37
三重県,2021-01-16,1.14,0.53,1.69,0.84,1.32
三重県,2021-01-17,1.08,0.46,1.62,0.78,1.26
三重県,2021-01-18,1.03,0.43,1.59,0.74,1.22
三重県,2021-01-19,1.03,0.40,1.57,0.75,1.23
三重県,2021-01-20,1.08,0.46,1.63,0.80,1.28
三重県,2021-01-21,1.15,0.51,1.68,0.86,1.34
三重県,2021-01-22,1.17,0.54,1.70,0.86,1.34
三重県,2021-01-23,1.14,0.52,1.67,0.87,1.34
三重県,2021-01-24,1.11,0.52,1.66,0.83,1.30
三重県,2021-01-25,1.08,0.48,1.62,0.80,1.27
三重県,2021-01-26,1.04,0.44,1.58,0.76,1.23
三重県,2021-01-27,1.02,0.42,1.56,0.74,1.21
三重県,2021-01-28,0.98,0.36,1.51,0.71,1.18
三重県,2021-01-29,0.93,0.33,1.48,0.62,1.10
三重県,2021-01-30,0.90,0.28,1.44,0.61,1.09
三重県,2021-01-31,0.87,0.24,1.41,0.61,1.09
三重県,2021-02-01,0.90,0.28,1.46,0.60,1.09
三重県,2021-02-02,0.90,0.28,1.47,0.63,1.12
三重県,2021-02-03,0.93,0.30,1.50,0.61,1.11
三重県,2021-02-04,0.91,0.26,1.47,0.61,1.11
三重県,2021-02-05,0.88,0.23,1.44,0.59,1.09
三重県,2021-02-06,0.81,0.17,1.37,0.48,0.99
三重県,2021-02-07,0.75,0.11,1.30,0.46,0.97
三重県,2021-02-08,0.70,0.06,1.23,0.36,0.88
三重県,2021-02-09,0.68,0.01,1.19,0.33,0.86
三重県,2021-02-10,0.66,0.00,1.18,0.35,0.88
三重県,2021-02-11,0.70,0.03,1.24,0.33,0.88
三重県,2021-02-12,0.70,0.02,1.25,0.38,0.93
三重県,2021-02-13,0.71,0.04,1.28,0.37,0.93
三重県,2021-02-14,0.72,0.01,1.27,0.35,0.92
三重県,2021-02-15,0.75,0.04,1.33,0.38,0.96
三重県,2021-02-16,0.82,0.06,1.40,0.44,1.03
三重県,2021-02-17,0.85,0.11,1.47,0.50,1.09
三重県,2021-02-18,0.88,0.13,1.51,0.55,1.14
三重県,2021-02-19,0.86,0.10,1.47,0.52,1.11
三重県,2021-02-20,0.84,0.09,1.45,0.50,1.09
三重県,2021-02-21,0.79,0.06,1.39,0.44,1.03
三重県,2021-02-22,0.74,0.03,1.33,0.38,0.97
三重県,2021-02-23,0.71,0.01,1.30,0.37,0.96
三重県,2021-02-24,0.72,0.03,1.33,0.34,0.94
三重県,2021-02-25,0.75,0.02,1.36,0.38,0.99
三重県,2021-02-26,0.76,0.02,1.37,0.35,0.97
三重県,2021-02-27,0.77,0.02,1.38,0.38,1.00
三重県,2021-02-28,0.74,0.00,1.35,0.34,0.96
三重県,2021-03-01,0.74,0.00,1.36,0.40,1.02
三重県,2021-03-02,0.71,0.00,1.34,0.35,0.97
三重県,2021-03-03,0.72,0.00,1.35,0.31,0.94
三重県,2021-03-04,0.68,0.00,1.33,0.25,0.88
三重県,2021-03-05,0.68,0.01,1.35,0.29,0.92
三重県,2021-03-06,0.69,0.00,1.36,0.25,0.89
三重県,2021-03-07,0.65,0.00,1.34,0.24,0.87
三重県,2021-03-08,0.70,0.00,1.38,0.26,0.91
三重県,2021-03-09,0.70,0.00,1.39,0.31,0.96
三重県,2021-03-10,0.70,0.00,1.40,0.26,0.92
三重県,2021-03-11,0.75,0.00,1.44,0.34,1.01
三重県,2021-03-12,0.76,0.00,1.45,0.39,1.06
三重県,2021-03-13,0.76,0.02,1.47,0.31,0.99
三重県,2021-03-14,0.72,0.00,1.43,0.30,0.97
三重県,2021-03-15,0.73,0.00,1.44,0.36,1.03
三重県,2021-03-16,0.73,0.00,1.44,0.28,0.96
三重県,2021-03-17,0.78,0.00,1.49,0.36,1.05
三重県,2021-03-18,0.79,0.00,1.49,0.38,1.07
三重県,2021-03-19,0.79,0.00,1.50,0.32,1.02
三重県,2021-03-20,0.75,0.00,1.47,0.29,0.98
三重県,2021-03-21,0.75,0.00,1.47,0.32,1.01
三重県,2021-03-22,0.76,0.00,1.48,0.36,1.05
三重県,2021-03-23,0.86,0.04,1.59,0.45,1.16
三重県,2021-03-24,0.91,0.02,1.61,0.45,1.17
三重県,2021-03-25,1.00,0.09,1.73,0.58,1.30
三重県,2021-03-26,1.04,0.14,1.79,0.59,1.31
三重県,2021-03-27,1.07,0.14,1.80,0.65,1.36
三重県,2021-03-28,1.10,0.17,1.83,0.69,1.39
三重県,2021-03-29,1.13,0.26,1.90,0.72,1.41
三重県,2021-03-30,1.19,0.32,1.95,0.77,1.45
三重県,2021-03-31,1.28,0.44,2.04,0.89,1.55
三重県,2021-04-01,1.32,0.50,2.06,0.95,1.59
三重県,2021-04-02,1.29,0.49,2.01,0.89,1.52
三重県,2021-04-03,1.23,0.45,1.94,0.90,1.51
三重県,2021-04-04,1.19,0.39,1.86,0.86,1.46
三重県,2021-04-05,1.14,0.36,1.81,0.77,1.37
三重県,2021-04-06,1.16,0.42,1.85,0.81,1.40
三重県,2021-04-07,1.23,0.46,1.88,0.89,1.47
三重県,2021-04-08,1.26,0.52,1.91,0.93,1.50
三重県,2021-04-09,1.24,0.50,1.87,0.92,1.48
